['20206181539692849', '密封。']
['202061815321977803', '密闭，防潮。']
['202061815215652949', '密封保存.']
['202061815502015859', '密封。']
['202061815385292479', '遮光、密封保存.']
['202061815362287664', '密封，在阴凉处保存。']
['20206181544191569', '密封，在阴凉干燥处保存。']
['2020618154305448', '密闭，置阴凉处保存。']
['202061815484712280', '密封']
['202061815155542164', '密封，置阴凉处（不超过20℃）。']
['202061815395795341', '密封保存。']
['202061815212651715', '密封。']
['20206181592919232', '密封。']
['202061815294271139', '密封，置阴凉处。']
['202061815131229731', '密封。']
['202061815255562872', '密封，干燥处保存。']
['202061815295571510', '遮光，密闭保存。']
['202061815331079595', '密封、遮光处保存。']
['202061815381391319', '密封、置阴凉处。']
['20206181594433986', '密封。']
['20206181522753386', '密闭，在凉暗处保存']
['20206181548619946', '遮光，密闭保存。']
['202061815312174998', '密闭保存。']
['202061815111924355', '避光，密封']
['202061815475119647', '密闭，防潮。']
['202061815202649548', '密封。']
['20206181546357232', None]
['2020618154326102951', '遮光，密闭保存。']
['202061815171941238', '凉处，不能冷冻']
['202061815451311936', '遮光、密封保存。']
['20206181515934841', '密闭，置阴凉处。']
['202061815194747925', '密封。']
['202061815272866356', '密封。']
['202061815154236654', '密封，置阴凉干燥处。']
['20206181531285750', '密封，遮光。']
['202061815315575779', '密封，阴凉干燥处']
['20206181536886765', '遮光，密封保存。']
['20206181548420009', None]
['2020618153930100028', '密封保存。']
['202061815133430482', '密闭保存。']
['202061815214052026', '避光，密闭']
['202061815263063695', '密封、遮光处保存。']
['20206181516037745', '遮光，密封保存。']
['20206181541696967', '遮光，密封保存']
['202061815274066591', '密封。']
['202061815242258598', '遮光，密封。']
['20206181512726771', '密封，避光，置阴凉处（不超过20℃）']
['202061815161143571', '遮光，密闭保存。']
['202061815262363809', '密封、遮光处保存。']
['20206181545515363', '遮光，密封保存。']
['20206181543479074', '密封。']
['202061815284769381', '密封。']
['202061815494214925', '遮光，密封保存。']
['20206181515534918', '密闭保存。']
['202061815271372835', '密封，置阴凉处（不超过20℃）。']
['202061815405597059', '遮光，密闭，在凉处保存。']
['202061815401995956', '密封。']
['202061815181157369', '密闭保存。']
['20206181517640918', '遮光，密封保存。']
['20206181545213996', '密封，在阴凉（不超过20℃）干燥处保存。']
['20206181521450787', '密封。']
['202061815131830714', '密封。']
['202061815255572433', '密封。']
['202061815262463834', '密封、遮光处保存。']
['2020618159833653', '密闭保存。']
['202061815291170244', '遮光、密封保存']
['20206181585033501', '2～8℃避光保存。']
['202061815315377572', '密封，在干燥处保存。']
['202061815141432138', '密封保存。']
['202061815152742055', '遮光，密闭保存。']
['202061815321577936', '密闭，在干燥处保存。']
['20206181524167704', '密封。']
['202061815172044279', '密封保存。']
['20206181543558957', '密封。']
['202061815491213395', '遮光，密封保存。']
['20206181539492663', '遮光、密封保存。']
['202061815322077869', '密封。']
['202061815215052515', '密封保存。']
['202061815151241777', '密封，置阴凉（不超过20℃）干燥处保存。']
['202061815275976257', '密封，置阴凉处。']
['202061815162243714', '遮光，密闭保存。']
['20206181543469169', '密封。']
['202061815133931152', '密封。']
['202061815262563869', '密封、遮光处保存。']
['202061815181157367', '遮光，密封，在阴凉干燥处保存。']
['20206181510634324', '密封。']
['202061815284169363', '密封。']
['202061815155743152', '遮光，密闭保存。']
['202061815173346981', '密封、遮光处保存。']
['202061815413498776', '密封，在干燥处保存']
['20206181543479049', '密封。']
['202061815193647664', '密封保存.']
['20206181540412552', '遮光，密封保存。']
['2020618153930100026', None]
['2020618154342210', '2~8℃避光保存，溶解后的药液可置于2~8℃冰箱冷藏48小时。']
['20206181592018747', '密封保存。']
['202061815354184556', '遮光，密封保存。']
['202061815333880590', '密封，在凉暗处保存。']
['20206181533179479', '避光']
['202061815115025596', '密闭，干燥处保存。']
['202061815313375423', '密闭保存。']
['202061815182644405', '密封.']
['20206181545234247', '密封，置阴凉处。']
['20206181515034687', '密封。']
['20206181532276901', '密封。']
['20206181520748832', '密闭，在25℃以下干燥处保存，防冻。']
['20206181511323355', '遮光，密封保存。']
['202061815101521220', '密封']
['202061815101421217', '密封']
['2020618154323102834', '密闭']
['202061815301485307', '密闭，置阴凉处保存。']
['202061815355286051', '遮光，密封保存。']
['20206181592018762', '密封保存。']
['20206181510035279', '密封，置阴凉处。']
['202061815353184258', '密封。']
['202061815151034862', '密闭保存。']
['202061815194347782', '密封。']
['202061815175342762', '遮光、密闭保存。']
['202061815484320249', '密封，置阴凉干燥处。']
['202061815361386451', '密封保存。']
['20206181535993534', '密封。']
['202061815211351163', '密闭保存。']
['202061815134530977', '密封、遮光处保存。']
['202061815102021248', '密封']
['202061815331590214', '遮光，密闭保存。']
['202061815353484681', '遮光，密封保存。']
['20206181595319553', '密封。']
['202061815183544596', '遮光，密闭，在阴凉处（不超过20℃）保存。']
['202061815193247320', '密封，25℃以下干燥处保存。']
['20206181542535622', '遮光密封，在干燥处保存。']
['202061815492813585', '密封。']
['202061815395694608', '密封，阴凉干燥处']
['2020618154026423', '密封保存。']
['20206181545194595', '密封，在干燥处保存。']
['202061815215852819', '密封']
['202061815332280444', '密封。']
['20206181513429477', '密封，置阴谅处。']
['202061815231060801', '密封、遮光处保存。']
['20206181520148673', '遮光，密封保存。']
['20206181592619000', '遮光 ，密封保存。']
['202061815101421170', '密封']
['202061815491613095', '遮光、密封，在阴凉干燥处保存。']
['202061815411898389', '遮光，密封保存。']
['202061815102021251', '密封']
['202061815262262922', '密封保存']
['202061815114726017', '密封']
['202061815381891167', '密闭，置阴凉处（不超过20℃）。?']
['202061815335981185', '遮光、密封、在凉暗处保存。']
['2020618153935100324', '密封。']
['20206181543599109', '密封。']
['202061815191245986', '密封。']
['202061815211351162', '密闭保存。']
['202061815412198110', '避光']
['202061815102922174', '密闭，在阴凉干燥处保存（不超过20℃）。']
['20206181533279411', '遮光，密闭保存。']
['202061815363687378', '密封，阴凉处保存']
['20206181546226637', '密封。']
['202061815361386452', '密封保存。']
['202061815133831023', None]
['202061815102722425', '密闭，置阴凉处。']
['202061815111724258', '干燥，密封，避光。']
['202061815171240724', '密封。']
['202061815383991373', '遮光，密封，置阴凉处（不超过20℃）。']
['202061815113825100', '遮光 ，密封保存。']
['20206181547389403', '密封。']
['20206181544553311', '密封，在阴凉（不超过20℃）干燥处保存。']
['202061815104835460', '密闭保存。']
['202061815121226898', '密封，防潮。']
['20206181594333967', '遮光，密闭保存。']
['202061815381691021', '密封保存。']
['20206181516842816', '密闭。']
['202061815474919866', '遮光，密闭25℃以下保存。']
['202061815485512950', '密封，置于阴凉干燥处。']
['2020618154244101840', '遮光，密封，在干燥处保存。']
['202061815484913135', '密封。']
['202061815364587859', '遮光，密封保存。']
['202061815175842912', '密封，干燥处保存。']
['202061815345683659', '遮光，密封保存']
['202061815133830998', '密封。']
['202061815293270658', '遮光，密封，在阴凉（不超过20℃）干燥处保存。']
['202061815101421165', '密封']
['20206181528776059', '遮光，密封保存。']
['20206181529369854', '密封保存。']
['20206181546226655', '密封，置阴凉处。']
['202061815133831019', None]
['202061815101421209', '密封']
['202061815133731238', '密封，在干燥处保存。']
['2020618154232101972', '密封。']
['202061815294271149', '密封，置阴凉处。']
['202061815464112817', '密封、遮光处保存。']
['20206181544261862', '避光，密封。']
['202061815342781831', '遮光，密封，在凉暗处。']
['202061815225755417', '密封保存。']
['202061815145634953', '密封，置阴凉处(不超过20℃)。']
['202061815305174303', '密封，置阴凉处（不超过20℃）。']
['202061815111724254', '干燥，密封，避光。']
['202061815305174302', '密封，置阴凉处（不超过20℃）。']
['202061815132430402', '避光']
['202061815385697794', '密封，在阴暗干燥处保存。']
['202061815255672451', '密封']
['202061815212851847', '密封，置阴凉处。']
['20206181583116353', '密封。']
['202061815141131622', '密封。']
['20206181536186434', '密封保存。']
['202061815475810280', '密封，置阴凉处。']
['20206181534191988', '遮光，密封保存。']
['202061815382391237', '密封保存']
['202061815405997006', '密封，干燥处保存。']
['202061815213851968', '密封，置阴凉处。']
['202061815183857895', '密封。']
['202061815353884761', '遮光，密闭保存。']
['202061815303285585', '密封，遮光。']
['20206181550022012', '密封，在阴凉处保存。']
['20206181536086412', '密封保存。']
['202061815141634339', '密闭。']
['202061815124828027', '遮光，密封，在阴凉干燥处保存。']
['202061815291670163', '密封，在干燥处保存。']
['202061815405997005', '密封，干燥处保存。']
['202061815383797495', '密闭，在干燥处保存。']
['202061815401295608', '遮光，密封，置阴凉处（不超过20℃）。']
['202061815351387199', '密封。']
['20206181584932155', '避光，密封。']
